,419627
rt,91679
181208,4676
bts_twt,3509
love,2256
eu,2255
na,2190
#bts,2030
12,1689
lys,1347
got7,1307
people,1283
2018,1279
taoyuan,1224
100daysforrajarathnabday,1149
di,1135
sa,1107
time,1072
https,1057
um,1038
