,318384
rt,61080
bts_twt,1741
love,1549
na,1248
12,1228
people,1074
don,982
time,961
2018,908
good,861
https,847
100daysforrajarathnabday,817
eu,804
181208,796
day,720
video,698
i'm,695
back,674
sa,667
