,421669
rt,64751
eu,2800
#luis,2753
love,1658
#felipe,1531
12,1474
na,1456
people,1218
time,1116
um,1077
2018,1072
good,1072
bts_twt,1026
pra,1004
don,947
day,877
i'm,833
em,800
video,798
