,477592
rt,62776
eu,3696
love,1935
2018,1644
um,1572
na,1521
12,1459
people,1392
pra,1291
year,1215
time,1191
don,1177
bts_twt,1141
good,1134
mais,1016
uma,1015
em,993
day,986
meu,950
