,612707
rt,100639
love,3313
bts_twt,3201
eu,3078
grammy,2462
2019,2356
#avengersendgame,2337
na,2245
#grammys,2220
bts,2027
12,1994
end,1850
album,1821
got7,1803
avengers,1771
2018,1747
people,1733
year,1723
time,1655
