,393667
rt,67087
eu,2043
love,1717
12,1613
bts_twt,1489
na,1386
people,1163
2018,1139
time,1096
don,1039
good,997
181208,982
back,830
year,809
https,797
um,791
video,787
day,776
i'm,749
