,430225
rt,63735
eu,3121
love,1685
na,1496
12,1392
people,1289
um,1217
time,1176
pra,1134
2018,1067
bts_twt,1065
good,983
em,981
trump,942
don,911
10,861
day,856
video,852
uma,842
