,258324
rt,59693
love,1492
bts_twt,1272
12,1140
2018,1089
100daysforrajarathnabday,1078
na,979
people,822
di,813
time,765
good,746
181209,731
#mamavote,720
day,701
don,651
https,644
video,637
i'm,629
ve,624
