,478530
rt,94795
181208,4113
bts_twt,3184
eu,2490
love,2207
na,2195
#bts,1863
12,1727
2018,1509
people,1444
got7,1317
time,1288
good,1163
day,1119
um,1088
https,1047
di,1043
lys,1016
back,1012
