,455593
rt,63149
eu,2922
love,1695
na,1476
12,1437
people,1329
um,1202
time,1161
pra,1122
bts_twt,1094
trump,1062
good,1025
don,1007
2018,993
uma,945
i'm,935
em,934
mais,924
day,901
